Step_Frequency (steps/sec),Foot_Pressure (N),Stride_Length (m),User_Weight (kg),Displacement_Force (N),Energy_Output (mA)
1.6898662437411143,167.06444093422675,1.254531561973769,85.70057051672401,511.35056953796544,0.057852552486566206
1.8573222501155802,481.40184787063487,0.7162158099072443,86.7510354041286,487.1372423037543,0.12673895877322958
1.355815850454801,249.72303290376306,1.357171036244212,68.24303126144042,407.96662732150065,0.44384652446853684
1.147014478008089,263.57494574234755,1.2745792921972325,63.107075282289514,471.9456960532496,0.9472962135113507
1.182615889226554,240.4981113395462,1.3350826385866685,61.70813678000998,414.2934859521447,0.09338432561343114
1.6363379100372728,486.0335820887848,0.8285155255293701,85.86835834930538,546.0691009651686,0.7268904696215964
1.4810696407897954,541.560798162521,0.8684559513171635,63.092788288217285,625.763342797185,0.5171878893819857
1.3837929571727086,452.07466037201414,0.9759403476353672,73.57936663808812,604.1024965788936,0.29032776076023525
1.0433288945314088,479.43114418767607,0.7793605332617988,66.61087490775205,403.3115905173969,0.33058001017349203
1.850546824998684,398.2001842077351,0.9723380712151928,72.46274034084361,479.2387722320733,0.042403683176769506
1.7372245370088872,361.50996335859145,0.6073613484607423,67.10184564309709,254.79533470799055,0.7064055895253967
0.9687663220870756,438.631201916206,1.3020292568037466,65.2532050623227,641.6251626509597,0.11840538878752503
1.240866145522564,164.30515152248813,0.7298352321216145,69.95630504477114,360.42812163337396,0.054002203551427264
1.4505585123666696,174.56021024135867,1.0006782631267612,66.65239378517748,448.4911723642606,0.4789468486769699
1.3452063473258384,424.90939543047347,1.3430611941826005,84.38919566016692,318.6477002585267,0.48779525720358313
1.277355006485286,284.0279858348232,1.2567860340892851,75.32298136218895,555.148857590267,0.661634327871102
1.662598277072635,345.5337425793099,1.2208996624418593,61.16584596388052,495.3839455106836,0.712308969067816
0.8654042050854049,462.797025463964,1.0843565114465996,63.258099487622324,414.1553901943154,0.5186127065556486
1.3656924069511303,380.86316336277355,0.9490187887074581,56.87437241795122,490.8371399122989,0.7138743729419023
1.1146180284675218,472.1047498652231,0.9568298968309069,65.48910217135258,325.9314643872014,0.26523094747755155
0.9015420622817107,317.6620968682574,0.6695724824036586,78.43313552559485,599.0372944658475,0.16082778584514043
1.3578645896035586,264.96934118861793,0.6518287642319709,61.403542946799725,369.68161635079184,0.9328408097670527
1.0056424292846826,243.9347635535475,1.2747508151658813,58.47208249064085,526.7610564512089,0.38579683003323534
1.1098691382682504,202.67238042927886,0.9269216700810895,66.23553851202821,654.7300169462012,0.10825867045044137
1.408410475412091,164.71860890958334,0.6432128371019483,76.43827817216709,267.36352380061965,0.8305709617473963
1.9684507759193857,171.25960627336184,1.1304434193581216,71.54730160209206,424.39027432873263,0.6208353257834255
1.6211060081642672,258.39953085312567,1.1466419203853082,66.62665915150244,310.71299185628584,0.6001104337136702
1.1355461577881898,261.365037737828,0.7819522865032063,85.90331152768326,658.8959696598567,0.14996053302265588
1.2588872630904517,302.7138116132843,0.9285756718312547,71.39951941292944,412.0348500251909,0.7622303159412719
1.2873597827851726,386.64694849580223,1.0587392548298964,70.92663346741958,346.0034169990029,0.21954888742525766
0.9843651480132526,453.7198140528243,1.0770254123698355,56.10798652108986,554.4144590588828,0.06124672483283301
0.9927850266316169,229.0820032235029,1.0088923940806482,77.37699910527445,494.4367543415385,0.17783734038282295
0.9780736681848374,453.6992706395957,0.8913571688582154,71.07707095754324,617.6215067835541,0.7065602042092146
1.4259969652843003,205.5958111165471,0.6550560485204714,60.07769985818866,588.8806714252805,0.7953462927079926
1.6090233040876498,545.4774482759492,0.6178268921887314,63.53087137020947,688.6014338287754,0.26166300595678127
1.5088648215329918,264.0135132330454,0.9676277904628219,62.0827306124518,290.73953823964916,0.3287384786852551
1.9733206225440183,484.9340058816597,0.7623541335694412,59.27343773239888,286.1227457604311,0.17948126539739187
0.9510494867091823,226.18633115566132,1.3507910762678879,70.24394784495755,658.312314330723,0.4636992116640851
1.9837692875633062,530.2571121749027,1.112333614184993,67.71504692229553,680.0795007698318,0.2356560280837912
1.3600087206654703,480.6507140848848,1.0684064941737712,67.60430657765511,432.9854556708093,0.9844239614078651
1.0623593453325653,293.75570421881366,0.9252414818892799,63.80348587924044,455.1414233528782,0.7716214676412249
