Step Frequency (Hz),Foot Pressure (kPa),Surface Type,Temperature (°C),Humidity (%),Harvested Energy (mW)
1.5993428306022466,228.81201589886484,Grass,31.92435546897022,69.58131615301775,0.46399245154442936
1.472347139765763,227.3292945808073,Dirt,26.983139696107287,54.89811254794013,0.6220547906067567
1.6295377076201385,160.21784136849925,Concrete,20.83429238335517,30.134728580224778,0.9956183211943815
1.8046059712816052,233.49549041492813,Treadmill,30.32981859865913,58.326657578803605,0.7875841807098047
1.4531693250553328,286.64145409108727,Concrete,25.089161272648788,34.0799154288135,1.4403344202575656
1.453172608610164,186.28839404616025,Grass,25.187834293536262,54.52005368582448,0.5484329886658401
1.8158425631014783,302.4241325525296,Dirt,18.98664246114004,32.8625642587076,1.6371731526370081
1.6534869458305819,274.3887410542169,Treadmill,20.049931430484303,45.33144589600081,1.2271924184885108
1.4061051228130095,213.2883339014481,Grass,20.87451350027238,46.36215470390129,0.7460558472496436
1.608512008717193,242.92351813310762,Concrete,25.23230636577095,42.298808927682465,1.1810710801970548
1.4073164614375075,329.91609038205166,Concrete,25.389428634903375,46.511480028088,1.2989768891602795
1.4068540492859487,286.6773906752933,Dirt,32.72046331762023,60.325617203605525,0.6226358917693441
1.5483924543132068,250.43918274490738,Grass,26.92527583968917,42.86047087840447,0.9706464992065421
1.1173439510684404,238.1158341519508,Grass,11.46217153163946,55.45140879510541,0.597110942133812
1.1550164334973934,253.83045352258299,Dirt,26.31320993935845,40.343503603927,0.7253924883911114
1.3875424941518055,224.41182210288483,Treadmill,17.749918219162335,48.105004236078706,0.8162377662955844
1.2974337759331152,144.76252471404928,Grass,20.17014537694232,53.2383926632745,0.4099587100958519
1.5628494665190549,352.10889552673655,Dirt,20.939152641368352,40.0347158338144,1.43953722882278
1.3183951848957578,257.7662499599701,Grass,21.68330838243849,36.8827956708931,0.9874241221076168
1.2175392597329417,269.90736325612687,Dirt,18.124253039798486,54.918781505788886,0.662963001249694
1.793129753784311,247.10461250615455,Concrete,26.017410017261437,61.23080399340639,0.8931203781683199
1.454844739902693,213.24415996377058,Concrete,17.945988574545204,49.20934980512628,0.882825724680588
1.5135056409375847,240.70377595256147,Grass,26.783338036249233,45.426870934432955,0.8721366607442488
1.2150503627573086,170.03026189028444,Grass,36.18485538530815,51.55675387688387,0.39903925646974614
1.3911234550949634,363.8543249026652,Concrete,18.35320470532968,50.554799187653806,1.3971197293819102
1.5221845179419733,188.2744000788802,Treadmill,23.57744847830389,52.42902540711251,0.6529002015928154
1.2698012845155393,198.40168580764103,Dirt,12.38271318743765,24.717548996862856,0.8922899848929897
1.5751396036691343,227.98703978068,Treadmill,23.495323535149335,39.308957088340364,1.044563875499825
1.379872262016239,314.4037862426189,Treadmill,28.21358576315742,41.54769894563146,1.161530433774806
1.4416612500413446,250.72544996313272,Treadmill,28.603196156786336,51.50867628511563,0.7997651281686353
1.3796586775541206,188.1932101984769,Concrete,25.386818651420484,51.85877883622266,0.6538063339932524
1.8704556369017875,312.716918037867,Grass,29.446317123794877,56.36180488684036,1.0908184649943402
1.4973005550524132,286.5500313392741,Treadmill,37.73027267971396,52.57581749210437,0.844852804625098
1.2884578142088199,276.9217478608226,Concrete,33.561523437188,36.99264929612664,1.0840238376991225
1.6645089824206378,285.78671205854204,Dirt,22.387395352951817,64.4700461758506,0.7275217016350034
1.2558312700057956,369.71809502912254,Grass,17.74448006766631,62.71918303422366,0.8258174509313697
1.5417727190009511,359.2547447518056,Dirt,22.969242917130984,37.41802709973074,1.4840232613288524
1.108065975224045,215.66423284983523,Treadmill,20.26508617191326,53.327052943741826,0.5507649687756209
1.2343627902203138,331.1942496405576,Grass,27.256737739323164,44.04575614756984,0.9988514895822409
1.5393722471738247,269.158409487945,Treadmill,19.09403230285251,51.388639892005486,1.0052100168421314
1.647693315999082,274.95479080688744,Grass,24.63588783704829,60.5331027964187,0.8006676794858005
1.5342736562379942,165.38645841783358,Treadmill,29.190070272681552,71.30104266320959,0.3303579176389339
1.4768703435223518,241.4807117305902,Dirt,24.496520635914116,57.5127770514261,0.6394549243835436
1.4397792608821423,209.35882048317177,Dirt,20.26843088626102,52.94934735110136,0.6225072433730955
1.2042956019265145,291.40294074466544,Treadmill,30.87407028792846,46.60178831691703,0.8358984705651036
1.3560311583210582,303.5540250201403,Grass,15.605095276230864,51.821348710111764,0.9641751048103738
1.4078722458080426,146.27568244918444,Dirt,23.361024720612683,63.59771893328313,0.3197716321361675
1.7114244452437832,248.89825679978648,Grass,24.791699883093326,49.55291243240415,0.9608478396960363
1.5687236579136923,306.0930752397126,Grass,25.079543291998156,41.138873486523494,1.2603106982901178
1.1473919689274532,240.66605188432774,Dirt,25.902480280390407,33.803101344833735,0.761140192105634
1.564816793878959,286.45318225011823,Concrete,28.052199099047467,55.130478674102505,1.025218542842063
1.4229835439167366,267.5582733813542,Concrete,24.822962804773244,52.47288125627739,0.9515917892992416
1.3646155999388083,267.0830115976313,Grass,23.159708589281596,43.54091826737704,0.9343603500220965
1.6223352577681736,236.43425109658511,Dirt,22.96205327670152,60.26014125707297,0.6526420882259049
1.7061999044991902,189.17095979321454,Concrete,21.942420989808227,45.782231356123695,0.9454776304606267
1.6862560238232398,193.92349262874862,Treadmill,28.937716621634326,48.65355908175205,0.7635999731175678
1.3321564953554723,285.4676257227659,Grass,21.767357602617427,49.83335866702056,0.8775549636529657
1.4381575248297571,250.97291277594417,Concrete,29.233855545041223,46.49047257861912,0.97308117440103
1.5662526862807127,243.07438776963878,Dirt,25.094995411299355,52.35865065749571,0.761099227841718
1.6951090254244718,228.80549788388237,Dirt,22.39372596571935,61.51515145933001,0.6424679372779497
1.404165152430942,234.74055772596242,Grass,28.092036078720675,38.57518101881577,0.876894331970715
1.4628682046672365,302.345589724407,Dirt,21.36273037638441,54.885201384740085,0.8670950261728219
1.2787330051987944,233.23779590659865,Treadmill,28.190920203641063,51.72158669606441,0.659676202993629
1.2607586751838658,182.94676433492157,Treadmill,26.063630605958924,51.53763829544706,0.5228069217600227
1.6625051644788396,287.1825887770087,Concrete,22.018376554540396,58.71844569874091,1.0641356838963265
1.7712480057141646,239.75616680676413,Dirt,27.643174076672796,50.492974252171585,0.8607812491832223
1.4855979756839333,251.56979327663882,Treadmill,27.732948628443193,54.80229261905703,0.7773640386210161
1.7007065795784049,330.37891531997553,Grass,30.78759802904979,57.15864629571147,1.0149853980425263
1.5723272050095267,248.97197213247463,Dirt,29.83073506204648,44.956347996193934,0.863366328186945
1.370976049078975,264.4591836559363,Concrete,27.456370103631414,52.991834608137985,0.8738572907274054
1.5722791211016829,191.05382543508375,Grass,19.362045243956185,47.49212392789368,0.7416566679628503
1.8076073132931938,239.01652738245198,Grass,37.242934940870285,48.673182202801044,0.8742029950984568
1.4928347921780096,280.4763022604301,Grass,17.98191894464095,46.77938603521668,1.0608765761832515
1.8129287311628013,172.23131330793788,Treadmill,29.746315871411547,54.71080404096887,0.6379700784132756
0.9760509791820511,260.0422546557855,Grass,27.15641908443149,50.816447090182535,0.5456352786520929
1.6643805008750447,255.0395536322403,Treadmill,19.12928813759443,53.945440343166744,0.9753537156315595
1.5174094136476342,252.06437277937198,Grass,24.378495305607505,49.82482637104251,0.861478422922565
1.4401985299068265,301.8579449329122,Treadmill,24.606235568776796,33.95878987529675,1.361656073361276
1.5183521553071004,266.7219257424261,Dirt,31.527913579052615,50.313684160997084,0.7925764341945705
1.1024862170798215,323.9035949178222,Treadmill,21.433445498598942,50.63537955156817,0.8612184159648429
1.4560656224324977,200.32052422029818,Treadmill,23.69027496787823,52.4259593715346,0.6638377479249777
1.5714225143023492,256.7962283609174,Dirt,13.319651974893684,44.06270806314258,1.0535150798334127
1.7955788089483034,254.22333931949737,Grass,33.67381396561788,38.04530283334488,1.15778368118284
1.3963459563452705,196.53727531224598,Dirt,19.647658784899644,56.24606644894278,0.530025309576261
1.3383012794213625,297.8147501045673,Grass,26.634554321195875,47.26393443465831,0.9233622897609631
1.3996485912830927,366.2336652926409,Treadmill,24.49296085139068,51.712440476849956,1.1751856525798041
1.6830804235404149,249.14969627580845,Grass,24.5099951660833,47.18539920111704,0.9929319250082166
1.5657502219319368,275.25105441368834,Treadmill,29.049309924354375,49.939381742264054,0.9800979661455
1.3940479592465922,254.22592379076636,Grass,33.35631230151817,45.50714652064192,0.7932307151840862
1.6026534866226712,214.3207665046412,Treadmill,26.25746834970996,40.31916410846172,0.956991630292161
1.519415509869608,158.9619861098992,Treadmill,28.27539008815263,54.73731660768657,0.5004361565474158
1.693728998106578,214.71132584523173,Concrete,26.644457683635203,43.9687991177388,1.0530102091515356
1.3595893812245294,180.40208095241343,Grass,30.08765711965313,51.63951480894811,0.5036722562363759
1.4344675706804464,335.2051039029559,Grass,22.685418102568363,54.10460221902078,1.0065101605841575
1.4215783693735684,244.24451530383806,Concrete,30.37695277208207,44.131872843969184,0.9662501306032633
1.2072970103735763,232.70403354764147,Treadmill,30.55249932823692,37.96114365627015,0.7799885118224475
1.5592240554129153,294.4576912393903,Treadmill,30.412685043414548,74.26085613853053,0.5295927891586851
1.552211054435978,193.9124448572056,Concrete,21.69926066331762,44.72228124054574,0.9009651485462191
1.501022691328492,211.65679809977237,Concrete,24.158311828814046,56.234171586011584,0.7358366168032748
1.4530825733249706,253.40361346243105,Dirt,26.197334943902174,69.39463549570124,0.4679173505193197
1.216925851589917,301.43844957117403,Treadmill,18.145789775854972,57.899077468538934,0.7773546956369612
1.415870935446928,275.0842522584394,Dirt,32.97460104043007,46.99557191172448,0.801211136636283
1.431457096694646,262.4162571257941,Grass,24.93861733248912,49.32883612464889,0.8498885820673944
1.3395445461556763,253.90588676180082,Dirt,26.41963943802361,41.673927802611516,0.8219209898893756
1.4677428576667981,270.0117927763388,Concrete,22.114977801363985,58.816964269577426,0.8804044405467185
1.5808101713629077,260.08264525646274,Concrete,18.365612203164886,55.662707080586884,1.017485591003857
1.8772371802421062,198.50138626115321,Concrete,21.979850572626145,44.855741817382565,1.1098333426167544
1.5349155625663677,252.30396108165758,Concrete,26.096020938167943,39.57825192901556,1.215637329450276
1.5515100781445528,196.31556705411236,Dirt,28.367144063768468,36.78766262336308,0.7827179798320916
1.4851108168467666,254.05412714504118,Dirt,25.8089577030136,59.86514003804201,0.6310986362336317
1.1162457569401916,225.96760292558793,Dirt,26.73362008120975,51.203731289555606,0.5084070427057628
1.4946972249101567,376.9690811391431,Concrete,23.314868126593115,52.149845363327515,1.4381898106992903
1.5120460419882054,248.0052808124144,Concrete,27.481242831227142,41.770513741376426,1.1192890099103852
1.9926484224970573,179.78802168692056,Treadmill,32.414164331929534,35.36496896695594,1.0168542176606012
1.4615278070437756,243.29098946615377,Treadmill,28.523947212194933,59.62613574711632,0.655555560243106
1.5603094684667225,275.9679372818944,Concrete,29.0477094412647,50.42039036997231,1.0776026632315145
1.4930576460589513,333.6681973076262,Treadmill,26.470081996533153,59.0723466005762,0.9499190990376755
1.2662643924760935,220.52738000306408,Grass,17.48422465200199,46.14066873484436,0.7192008906100945
1.7285645629030042,170.878601298818,Grass,19.776667346843784,47.63182156963141,0.7246081619296076
1.650386606537355,290.84185057154906,Concrete,27.27437900331922,57.13298176620632,1.056853147617211
1.6582063894086094,180.97006470501742,Dirt,24.94530474019957,57.323480796505244,0.5381579677773707
1.3181225090410522,228.19222792462574,Grass,27.19921443236414,57.97565622685954,0.5522591610900837
1.78055886218722,237.1189757244503,Grass,33.382117089220365,47.04798746897304,0.9180187752983008
1.2196297874415438,246.51832733499458,Dirt,28.63017999614667,56.14547237650868,0.5346386347755511
1.617371418760054,284.4582228537168,Treadmill,31.294431028714108,61.09099465476719,0.7951197765861178
1.9380911251619957,215.8182858856806,Dirt,25.47340694735365,48.95227988318466,0.8927411811195216
1.3018927349738623,236.31353739166195,Treadmill,20.9639216125778,44.865116362259464,0.8322867946147088
1.3867404540794457,249.28648235253058,Treadmill,24.710669203928294,63.42747603316766,0.5990260743324369
1.5199302730175281,257.4798978759394,Dirt,20.976240931404313,43.45554266448693,0.9650241397515597
1.3993048691767602,254.89135873539612,Treadmill,32.79147478386224,56.29476497114477,0.6818954394774144
1.1898673137867735,271.80028876112897,Grass,28.951955382677347,49.41577689480139,0.7025550768320535
1.5137125949612054,292.19197548208683,Concrete,27.602562483141398,31.584343835154396,1.5492671012044446
1.287539257254779,269.6317057825484,Treadmill,31.179716011140517,61.285940674785806,0.5976662904548041
1.5947184861270363,272.6792761754609,Grass,14.899717927383874,22.42146370452632,1.6502246136252134
1.3161151531532393,170.8888416626761,Dirt,27.940689756713297,30.15871933242391,0.6412574297569524
1.8099868810035078,252.51138495828403,Treadmill,18.446771078478136,55.273300794806715,1.0261666567406298
1.3433493415327526,273.97537740008045,Grass,24.963721507671693,55.27071198678115,0.7348872996296256
1.4355876967588648,286.4470597285225,Treadmill,23.44146203766393,43.62420142122464,1.1116487146469891
